"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","50540","user should be able to navigate to flipkart log in page","","Sun Jan 12 17:54:55 EST 2025","passed","Sun Jan 12 17:55:46 EST 2025","","navigate to flipkart login page","user should be able to navigate to flipkart log in page",""
